#rand1   rand2   rand3  rand4  slope  norm
0.33562106535621117   0.10996781916430629   0.31709570936756615   4.706949319773058   -2.3713177832936756   6.9614841369353406e-15
4.4144848251673166   2.058109996129456   1.5246838115335595   1.7309103846687885   -2.2296277361864902   1.8286720557925458e-13
5.74458447609484   0.7783972268219115   0.17103376119343114   0.9336706892691092   -2.767920993287245   1.6697126326692198e-14
2.983794064599525   1.181869394944188   0.8492883186460363   0.14144157672753296   -2.300467359200225   8.753132648627982e-14
0.16072684685900004   0.23804144461440419   6.953304516423134   2.2742096063723687   -1.2549548487943092   5.901147750949807e-13
0.12430714453024751   1.7716996841146353   3.388734148070365   2.43917174650998   -1.162918391022805   1.0176846035853798e-12
5.614437941453855   0.8247617841786915   0.3456228134139163   0.18886846386605854   -2.7323769992969   1.9492609257714226e-14
0.9224871229230486   5.929344740182546   0.5804979919590736   0.4710923680466874   -1.3236031027644715   2.90756853174078e-12
1.217748689511342   7.760947580870121   1.4174576006243418   0.29421314500676643   -1.3230665647856048   3.842306456132989e-12
1.9913886516753954   7.708517657370189   0.201334140859806   0.2194072373335669   -1.4398792898132688   3.5126444277726246e-12
4.586909983673793   9.592680079956981   0.31264758168156487   3.6432786447784804   -1.6288288717089818   3.324438405152558e-12
0.9048163784894115   1.9415474483699653   3.4822498965610533   0.1537550197403167   -1.5815236119800435   8.149016466533174e-13
5.045622759866156   5.505650810733642   4.48139407123118   6.809984452683623   -1.8659716451718613   1.1978627741447083e-12
0.3145003239078254   5.65511608988699   1.0138163521590542   1.6899476823796769   -1.1833136835257685   2.559474383840599e-12
0.5838170066811699   0.24799053916958566   3.5290828666430136   0.2972088218431982   -2.1837550819019262   3.020273253390993e-14
1.2908934864926456   2.6992615035213885   0.714749367910913   0.10015954443786766   -1.6242528744891356   9.554645256388775e-13
6.323043532052084   1.4274485294246841   0.11480914900729562   1.1770222170863116   -2.546771961496308   5.5255642585154564e-14
4.573573999732885   0.7397445873939681   0.2103033240818225   0.40520469200188   -2.6910123950158504   1.9519823944535163e-14
0.1799190209511769   1.4893212911600306   0.10912912274898845   1.453880216610625   -1.27766175117285   7.312958043767181e-13
5.531353340785335   9.321293602857011   7.232109980949148   1.8784448096962465   -1.6930785835978863   2.964858430497588e-12
0.6903049057288235   0.11031925942751933   3.204832354523358   9.112533484290845   -2.62695007854597   4.052721699280313e-15
5.771881372611299   7.4262837322748005   1.3360267890688573   4.629680451717593   -1.8086166836506468   1.7977939487893455e-12
5.455458440500166   0.1600816713766635   3.3352178194330504   0.1036859559760161   -2.985786563779174   5.300792319939417e-15
0.1889405989702107   1.4731393133449708   4.014524732748371   0.8655623135486404   -1.2246471796626235   9.649941354377596e-13
1.7855184209767478   2.0719580479527666   0.14695987296734636   0.17192456595364555   -1.8517707621377553   4.5351090206132926e-13
0.16558073256405284   0.4335708789201142   6.869450743240017   0.42641035494076973   -1.2403550920464022   6.724639714246664e-13
0.19179312952988622   0.2708310859479173   0.6247175453350985   0.2114558796576171   -1.7351520133268594   8.42992996756887e-14
0.9209257228705814   4.6449393009728785   0.13387184198425447   1.2430260336796979   -1.37507181985552   2.2285781493370268e-12
2.570666315139321   0.25043619010167323   0.19903913197351705   0.3180598149835883   -2.8355786986786318   5.322080939228263e-15
0.3811483398404764   0.20797455093815465   7.942379227904837   3.845616725924813   -1.7486301050245443   1.5582866127436503e-13
1.7365897714709342   6.479284424111187   0.21113268555542916   2.201869005342013   -1.4489159893168462   2.9327587988165063e-12
0.6483434129404559   4.45749391787266   5.355875599844106   1.8205931344999005   -1.2817535786646033   2.494208961449443e-12
0.1273306544513963   5.063670669312118   0.17062297313110047   1.2551841693670984   -1.136219397487874   2.0468782530125183e-12
